what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1271975005908
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1271975005910
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1271975006017
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1271975006137
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1271975006371
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975063664
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975138162
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1271975138171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975140043
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975162560
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975166404
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975177877
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1271975177886
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975179115
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975186420
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975190111
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975241555
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.import",1271975241582
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1271975247464
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1271975250370
started,bundle,org.eclipse.jdt.launching,3.5.0.v20090527,"org.eclipse.jdt.launching",1271975250396
started,bundle,org.eclipse.jst.jee.ui,1.0.201.v200908270924,"org.eclipse.jst.jee.ui",1271975271436
started,bundle,org.eclipse.jst.servlet.ui,1.1.301.v200908101600,"org.eclipse.jst.servlet.ui",1271975271476
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.300.v200903120000,"org.eclipse.jst.j2ee.navigator.ui",1271975271780
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1271975275387
